institute_type,institute_short,program_name,category,quota,pool,round_no,program_duration,degree_short,year,opening_rank,closing_rank,closing_rank_avg,closing_rank_std,latest_recorded_year
IIT,IIT-Delhi,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,39.0,46.0,46.0,0.0,2019
IIT,IIT-Roorkee,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,115.0,139.0,139.0,0.0,2019
NIT,NIT-Karnataka-Surathkal,Chemical Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,5049.0,5049.0,5049.0,0.0,2019
NIT,NIT-Karnataka-Surathkal,Civil Engineering,GEN-EWS,OS,Female-Only,7,4 Years,B.Tech,2019,3010.0,3010.0,3010.0,0.0,2019
NIT,NIT-Warangal,Bio Technology,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,3775.0,4035.0,4035.0,0.0,2019
IIT,IIT-Gandhinagar,Chemical Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,12985.0,13493.0,13493.0,0.0,2020
NIT,NIT-Agartala,Chemistry,GEN,OS,Gender-Neutral,6,5 Years,BSc + MSc (IDD),2020,47540.0,51170.0,51170.0,0.0,2020
IIT,IIT-Kharagpur,Computer Science and Engineering,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,55.0,149.0,149.0,0.0,2020
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,OBC-NCL,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,504.0,824.0,824.0,0.0,2020
IIT,IIT-Madras,Physics,OBC-NCL,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1807.0,2201.0,2201.0,0.0,2020
NIT,NIT-Bhopal,Computer Science and Engineering,OBC-NCL,OS,Female-Only,6,4 Years,B.Tech,2020,4748.0,5927.0,5927.0,0.0,2020
NIT,NIT-Allahabad,Electrical Engineering,OBC-NCL,OS,Gender-Neutral,6,4 Years,B.Tech,2020,3094.0,3780.0,3780.0,0.0,2020
IIT,IIT-Delhi,Mathematics and Computing,SC,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,790.0,790.0,790.0,0.0,2020
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,SC,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1967.0,2339.0,2339.0,0.0,2020
IIT,IIT-Kanpur,Electrical Engineering,SC,AI,Gender-Neutral,6,4 Years,B.Tech,2020,97.0,359.0,359.0,0.0,2020
NIT,NIT-Agartala,Electronics and Communication Engineering,SC,HS,Gender-Neutral,6,4 Years,B.Tech,2020,8630.0,16242.0,16242.0,0.0,2020
NIT,NIT-Agartala,Mechanical Engineering,SC,HS,Female-Only,6,4 Years,B.Tech,2020,27126.0,34832.0,34832.0,0.0,2020
IIT,IIT-Kharagpur,Metallurgical and Materials Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,943.0,1137.0,1137.0,0.0,2020
NIT,NIT-Jalandhar,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,4 Years,B.Tech,2020,4255.0,4434.0,4434.0,0.0,2020
NIT,NIT-Bhopal,Architecture,GEN-EWS,HS,Female-Only,6,5 Years,B.Arch,2020,249.0,249.0,249.0,0.0,2020
IIT,IIT-Kharagpur,Computer Science and Engineering,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2018,643.0,995.0,995.0,0.0,2018
IIT,IIT-Indore,Mechanical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,8066.0,8907.0,8907.0,0.0,2018
IIT,IIT-Ropar,Mechanical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,4453.0,6033.0,6033.0,0.0,2018
IIT,IIT-Palakkad,Computer Science and Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,6319.0,7628.0,7628.0,0.0,2018
IIT,IIT-Indore,Computer Science and Engineering,GEN,AI,Gender-Neutral,6,4 Years,B.Tech,2020,582.0,1222.0,1222.0,0.0,2020
IIT,IIT-Hyderabad,Computer Science and Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,456.0,1382.0,1382.0,0.0,2020
IIT,IIT-Ropar,Computer Science and Engineering,GEN,AI,Gender-Neutral,6,4 Years,B.Tech,2020,1329.0,1943.0,1943.0,0.0,2020
IIT,IIT-Jammu,Computer Science and Engineering,GEN,AI,Gender-Neutral,6,4 Years,B.Tech,2020,3110.0,5218.0,5218.0,0.0,2020
NIT,NIT-Agartala,Civil Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,52485.0,263364.0,263364.0,0.0,2020
IIT,IIT-(ISM) Dhanbad,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,3389.0,3853.0,3853.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Mechanical Engineering,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,1502.0,2333.0,2333.0,0.0,2020
NIT,NIT-Jalandhar,Electrical Engineering,OBC-NCL,HS,Female-Only,6,4 Years,B.Tech,2020,32145.0,32145.0,32145.0,0.0,2020
IIT,IIT-Bombay,Metallurgical Engineering & Materials Science,GEN-EWS,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,2988.0,2988.0,2988.0,0.0,2020
IIT,IIT-Mandi,Bio Engineering,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1947.0,2347.0,2347.0,0.0,2020
IIT,IIT-Mandi,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,355.0,447.0,447.0,0.0,2020
IIT,IIT-Kharagpur,Civil Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,931.0,1080.0,1080.0,0.0,2020
IIT,IIT-(ISM) Dhanbad,Chemical Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,1388.0,1624.0,1624.0,0.0,2020
NIT,NIT-Bhopal,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,4 Years,B.Tech,2020,6940.0,7784.0,7784.0,0.0,2020
NIT,NIT-Durgapur,Electrical Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,22065.0,29719.0,29719.0,0.0,2020
NIT,NIT-Goa,Mechanical Engineering,GEN,GO,Gender-Neutral,6,4 Years,B.Tech,2020,64146.0,92630.0,92630.0,0.0,2020
NIT,NIT-Raipur,Mining Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,35455.0,48959.0,48959.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Civil Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,8504.0,9487.0,9487.0,0.0,2018
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering,SC,AI,Gender-Neutral,6,4 Years,B.Tech,2020,117.0,298.0,298.0,0.0,2020
IIT,IIT-Mandi,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,749.0,749.0,749.0,0.0,2019
NIT,NIT-Durgapur,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,1038.0,1090.0,1090.0,0.0,2019
NIT,NIT-Patna,Electronics and Communication Engineering,GEN-EWS,OS,Female-Only,7,4 Years,B.Tech,2019,4119.0,4119.0,4119.0,0.0,2019
IIT,IIT-Bombay,Energy Engineering with M.Tech. in Energy Systems Engineering,GEN,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,4789.0,6495.0,6495.0,0.0,2020
IIT,IIT-Roorkee,Engineering Physics,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,7028.0,9952.0,9952.0,0.0,2020
IIT,IIT-Roorkee,Geophysical Technology,GEN,AI,Female-Only,6,5 Years,Int M.Tech,2020,11813.0,16267.0,16267.0,0.0,2020
NIT,NIT-Allahabad,Electrical Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,5952.0,11267.0,11267.0,0.0,2020
NIT,NIT-Agartala,Chemical Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,37769.0,44090.0,44090.0,0.0,2020
IIT,IIT-Ropar,Computer Science and Engineering,OBC-NCL,AI,Female-Only,6,4 Years,B.Tech,2020,2830.0,3023.0,3023.0,0.0,2020
IIT,IIT-Bhilai,Data Science and Artificial Intelligence,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,2061.0,2348.0,2348.0,0.0,2020
NIT,NIT-Jalandhar,Industrial and Production Engineering,OBC-NCL,HS,Gender-Neutral,6,4 Years,B.Tech,2020,62922.0,159345.0,159345.0,0.0,2020
NIT,NIT-Allahabad,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,6,4 Years,B.Tech,2020,5151.0,7155.0,7155.0,0.0,2020
IIT,IIT-Roorkee,Electrical Engineering,SC,AI,Gender-Neutral,6,4 Years,B.Tech,2020,365.0,504.0,504.0,0.0,2020
NIT,NIT-Allahabad,Civil Engineering,SC,HS,Female-Only,6,4 Years,B.Tech,2020,6086.0,6785.0,6785.0,0.0,2020
IIT,IIT-Madras,Biological Sciences,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1962.0,2233.0,2233.0,0.0,2020
IIT,IIT-(ISM) Dhanbad,Applied Geophysics,GEN-EWS,AI,Female-Only,6,5 Years,Int M.Tech,2020,4514.0,4514.0,4514.0,0.0,2020
IIT,IIT-Ropar,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,247.0,322.0,322.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,215.0,218.0,218.0,0.0,2020
NIT,NIT-Allahabad,Electrical Engineering,GEN-EWS,HS,Female-Only,6,4 Years,B.Tech,2020,3822.0,3822.0,3822.0,0.0,2020
NIT,NIT-Calicut,Production Engineering,GEN,OS,Female-Only,6,4 Years,B.Tech,2020,34068.0,38142.0,38142.0,0.0,2020
IIT,IIT-Delhi,Chemical Engineering,GEN,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2018,1899.0,3261.0,3261.0,0.0,2018
IIT,IIT-Kharagpur,Agricultural and Food Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,4614.0,6890.0,6890.0,0.0,2018
IIT,IIT-Roorkee,Computer Science and Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,639.0,863.0,863.0,0.0,2018
IIT,IIT-(ISM) Dhanbad,Mineral Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,10030.0,11055.0,11055.0,0.0,2018
IIT,IIT-Kharagpur,Applied Geology,GEN-EWS,AI,Gender-Neutral,6,5 Years,Int MSc.,2020,2197.0,2308.0,2308.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2019,84.0,90.0,90.0,0.0,2019
NIT,NIT-Srinagar,Electrical Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,11344.0,15640.0,15640.0,0.0,2019
IIT,IIT-Kharagpur,Mining Engineering,GEN,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,7934.0,8754.0,8754.0,0.0,2020
NIT,NIT-Bhopal,Computer Science and Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,3919.0,8292.0,8292.0,0.0,2020
NIT,NIT-Bhopal,Materials Science and Metallurgical Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,33630.0,41286.0,41286.0,0.0,2020
NIT,NIT-Allahabad,Mechanical Engineering,GEN,OS,Female-Only,6,4 Years,B.Tech,2020,21399.0,29702.0,29702.0,0.0,2020
NIT,NIT-Agartala,Mechanical Engineering,GEN,OS,Female-Only,6,4 Years,B.Tech,2020,48538.0,53594.0,53594.0,0.0,2020
IIT,IIT-Bombay,Electrical Engineering,OBC-NCL,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,1101.0,1730.0,1730.0,0.0,2020
IIT,IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,OBC-NCL,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,7147.0,7362.0,7362.0,0.0,2020
IIT,IIT-Goa,Electrical Engineering,OBC-NCL,AI,Female-Only,6,4 Years,B.Tech,2020,6125.0,6920.0,6920.0,0.0,2020
IIT,IIT-Bombay,Environmental Science and Engineering,SC,AI,Female-Only,6,5 Years,B.Tech + M.Tech (IDD),2020,957.0,957.0,957.0,0.0,2020
IIT,IIT-Delhi,Production and Industrial Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,586.0,750.0,750.0,0.0,2020
IIT,IIT-Hyderabad,Artificial Intelligence,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,137.0,143.0,143.0,0.0,2020
IIT,IIT-Hyderabad,Materials Science and Metallurgical Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,1350.0,1381.0,1381.0,0.0,2020
IIT,IIT-Kanpur,Chemistry,GEN-EWS,AI,Gender-Neutral,6,4 Years,BSc,2020,1212.0,1619.0,1619.0,0.0,2020
IIT,IIT-Madras,Aerospace Engineering,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,472.0,785.0,785.0,0.0,2020
IIT,IIT-Gandhinagar,Mechanical Engineering,GEN-EWS,AI,Female-Only,6,4 Years,B.Tech,2020,2587.0,2587.0,2587.0,0.0,2020
IIT,IIT-(ISM) Dhanbad,Mining Engineering,GEN-EWS,AI,Female-Only,6,4 Years,B.Tech,2020,3837.0,3925.0,3925.0,0.0,2020
NIT,NIT-Jalandhar,Information Technology,GEN-EWS,OS,Female-Only,6,4 Years,B.Tech,2020,4660.0,4660.0,4660.0,0.0,2020
NIT,NIT-Bhopal,Electronics and Communication Engineering,GEN-EWS,OS,Female-Only,6,4 Years,B.Tech,2020,3451.0,4498.0,4498.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Mining Engineering,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2018,13604.0,15373.0,15373.0,0.0,2018
IIT,IIT-Patna,Electrical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,8322.0,9369.0,9369.0,0.0,2018
IIT,IIT-Palakkad,Computer Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,3652.0,4933.0,4933.0,0.0,2018
IIT,IIT-Madras,Engineering Physics,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,252.0,252.0,252.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Mining Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,1035.0,1390.0,1390.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Mining Machinery Engineering,GEN-EWS,AI,Female-Only,7,4 Years,B.Tech,2019,2611.0,2611.0,2611.0,0.0,2019
IIT,IIT-Tirupati,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,659.0,659.0,659.0,0.0,2019
IIT,IIT-Dharwad,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,526.0,526.0,526.0,0.0,2019
NIT,NIT-Agartala,Biotechnology and Biochemical Engineering,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,5751.0,5751.0,5751.0,0.0,2019
NIT,NIT-Agartala,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,3249.0,3447.0,3447.0,0.0,2019
NIT,NIT-Calicut,Production Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,7737.0,7737.0,7737.0,0.0,2019
IIT,IIT-Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,GEN,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1645.0,1923.0,1923.0,0.0,2020
IIT,IIT-Hyderabad,Mathematics and Computing,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,2007.0,2072.0,2072.0,0.0,2020
IIT,IIT-Tirupati,Mechanical Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,13647.0,15900.0,15900.0,0.0,2020
NIT,NIT-Bhopal,Computer Science and Engineering,GEN,OS,Female-Only,6,4 Years,B.Tech,2020,8838.0,11841.0,11841.0,0.0,2020
IIT,IIT-Indore,Civil Engineering,OBC-NCL,AI,Female-Only,6,4 Years,B.Tech,2020,3613.0,5939.0,5939.0,0.0,2020
IIT,IIT-Madras,Aerospace Engineering,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,603.0,1690.0,1690.0,0.0,2020
NIT,NIT-Jalandhar,Textile Technology,OBC-NCL,OS,Gender-Neutral,6,4 Years,B.Tech,2020,14599.0,15206.0,15206.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Mining Engineering,SC,AI,Gender-Neutral,6,4 Years,B.Tech,2020,2120.0,2761.0,2761.0,0.0,2020
IIT,IIT-Delhi,Chemical Engineering,GEN-EWS,AI,Female-Only,6,4 Years,B.Tech,2020,1226.0,1369.0,1369.0,0.0,2020
IIT,IIT-Kharagpur,Exploration Geophysics,GEN-EWS,AI,Female-Only,6,5 Years,Int MSc.,2020,4063.0,4063.0,4063.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,2254.0,2365.0,2365.0,0.0,2020
NIT,NIT-Jaipur,Mechanical Engineering,GEN-EWS,HS,Female-Only,6,4 Years,B.Tech,2020,5679.0,5679.0,5679.0,0.0,2020
NIT,NIT-Puducherry,Civil Engineering,GEN,HS,Female-Only,6,4 Years,B.Tech,2020,210350.0,210350.0,210350.0,0.0,2020
NIT,NIT-Raipur,Electronics and Communication Engineering,GEN,OS,Female-Only,6,4 Years,B.Tech,2020,19258.0,23398.0,23398.0,0.0,2020
NIT,NIT-Raipur,Information Technology,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,9924.0,13154.0,13154.0,0.0,2020
NIT,NIT-Rourkela,Bio Technology,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,16815.0,31623.0,31623.0,0.0,2020
NIT,NIT-Rourkela,Mechanical Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,10304.0,23549.0,23549.0,0.0,2020
NIT,NIT-Srinagar,Metallurgical and Materials Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,44250.0,50871.0,50871.0,0.0,2020
IIT,IIT-Delhi,Mathematics and Computing,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,196.0,300.0,300.0,0.0,2018
IIT,IIT-Kharagpur,Chemistry,GEN,AI,Gender-Neutral,7,5 Years,Int MSc.,2018,7048.0,10416.0,10416.0,0.0,2018
IIT,IIT-(ISM) Dhanbad,Applied Geophysics,GEN-EWS,AI,Gender-Neutral,7,5 Years,Int M.Tech,2019,1403.0,1403.0,1403.0,0.0,2019
IIT,IIT-Mandi,Bio Engineering,GEN-EWS,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2019,1444.0,1444.0,1444.0,0.0,2019
IIT,IIT-Gandhinagar,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,7,4 Years,B.Tech,2019,103.0,103.0,103.0,0.0,2019
NIT,NIT-Agartala,Mechanical Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,28862.0,28862.0,28862.0,0.0,2019
NIT,NIT-Srinagar,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,3077.0,3219.0,3219.0,0.0,2019
IIT,IIT-Bhubaneswar,Metallurgical and Materials Engineering,GEN,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,12880.0,13231.0,13231.0,0.0,2020
IIT,IIT-Bombay,Chemistry,GEN,AI,Female-Only,6,4 Years,BSc,2020,8758.0,10859.0,10859.0,0.0,2020
IIT,IIT-(BHU) Varanasi,Computer Science and Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,1697.0,1990.0,1990.0,0.0,2020
IIT,IIT-Jammu,Civil Engineering,GEN,AI,Gender-Neutral,6,4 Years,B.Tech,2020,10669.0,14300.0,14300.0,0.0,2020
NIT,NIT-Jalandhar,Industrial and Production Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,28776.0,43297.0,43297.0,0.0,2020
NIT,NIT-Bhopal,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,8476.0,12496.0,12496.0,0.0,2020
IIT,IIT-Bhubaneswar,Mechanical Engineering and M. Tech. in Mechanical System Design,OBC-NCL,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,2990.0,3044.0,3044.0,0.0,2020
IIT,IIT-Delhi,Civil Engineering,OBC-NCL,AI,Gender-Neutral,6,4 Years,B.Tech,2020,614.0,1612.0,1612.0,0.0,2020
NIT,NIT-Bhopal,Civil Engineering,OBC-NCL,OS,Gender-Neutral,6,4 Years,B.Tech,2020,7885.0,10048.0,10048.0,0.0,2020
IIT,IIT-Bhubaneswar,Metallurgical and Materials Engineering,SC,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,2708.0,2797.0,2797.0,0.0,2020
IIT,IIT-Kharagpur,Instrumentation Engineering,SC,AI,Gender-Neutral,6,4 Years,B.Tech,2020,674.0,979.0,979.0,0.0,2020
NIT,NIT-Jalandhar,Civil Engineering,SC,OS,Female-Only,6,4 Years,B.Tech,2020,8775.0,8775.0,8775.0,0.0,2020
IIT,IIT-Bombay,Metallurgical Engineering & Materials Science,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,842.0,1040.0,1040.0,0.0,2020
IIT,IIT-Hyderabad,Engineering Physics,GEN-EWS,AI,Gender-Neutral,6,4 Years,B.Tech,2020,966.0,1029.0,1029.0,0.0,2020
IIT,IIT-Guwahati,Engineering Physics,GEN-EWS,AI,Female-Only,6,4 Years,B.Tech,2020,3229.0,3229.0,3229.0,0.0,2020
NIT,NIT-Jalandhar,Civil Engineering,GEN-EWS,OS,Female-Only,6,4 Years,B.Tech,2020,8246.0,8246.0,8246.0,0.0,2020
NIT,NIT-Bhopal,Materials Science and Metallurgical Engineering,GEN-EWS,OS,Female-Only,6,4 Years,B.Tech,2020,8473.0,8473.0,8473.0,0.0,2020
NIT,NIT-Patna,Computer Science and Engineering,GEN,HS,Female-Only,6,4 Years,B.Tech,2020,21132.0,30314.0,30314.0,0.0,2020
NIT,NIT-Rourkela,Electrical Engineering,GEN,OS,Gender-Neutral,6,4 Years,B.Tech,2020,5670.0,9436.0,9436.0,0.0,2020
NIT,NIT-Silchar,Civil Engineering,GEN,HS,Female-Only,6,4 Years,B.Tech,2020,60403.0,106106.0,106106.0,0.0,2020
IIT,IIT-Madras,Computer Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2018,51.0,200.0,200.0,0.0,2018
IIT,IIT-Roorkee,Civil Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,6373.0,8108.0,8108.0,0.0,2018
IIT,IIT-Roorkee,Geophysical Technology,GEN,AI,Gender-Neutral,7,5 Years,Int M.Tech,2018,4051.0,7122.0,7122.0,0.0,2018
IIT,IIT-Ropar,Chemical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,10590.0,11170.0,11170.0,0.0,2018
IIT,IIT-Kharagpur,Exploration Geophysics,GEN-EWS,AI,Gender-Neutral,7,5 Years,Int MSc.,2019,1167.0,1167.0,1167.0,0.0,2019
NIT,NIT-Jaipur,Metallurgical and Materials Engineering,GEN-EWS,OS,Female-Only,7,4 Years,B.Tech,2019,5955.0,5955.0,5955.0,0.0,2019
NIT,NIT-Allahabad,Information Technology,GEN-EWS,HS,Female-Only,7,4 Years,B.Tech,2019,1527.0,1527.0,1527.0,0.0,2019
NIT,NIT-Durgapur,Electronics and Communication Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,5409.0,5409.0,5409.0,0.0,2019
NIT,NIT-Raipur,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,3066.0,3110.0,3110.0,0.0,2019
NIT,NIT-Srinagar,Information Technology,GEN-EWS,OS,Gender-Neutral,7,4 Years,B.Tech,2019,3908.0,3919.0,3919.0,0.0,2019
IIT,IIT-Delhi,Civil Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,5546.0,8281.0,8281.0,0.0,2020
IIT,IIT-Guwahati,Electronics and Communication Engineering,GEN,AI,Female-Only,6,4 Years,B.Tech,2020,2942.0,3934.0,3934.0,0.0,2020
NIT,NIT-Bhopal,Chemical Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,24599.0,37343.0,37343.0,0.0,2020
NIT,NIT-Bhopal,Materials Science and Metallurgical Engineering,OBC-NCL,HS,Gender-Neutral,6,4 Years,B.Tech,2020,12856.0,15570.0,15570.0,0.0,2020
NIT,NIT-Agartala,Civil Engineering,OBC-NCL,OS,Female-Only,6,4 Years,B.Tech,2020,20125.0,20568.0,20568.0,0.0,2020
IIT,IIT-Kharagpur,Mining Engineering,SC,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,2254.0,2320.0,2320.0,0.0,2020
IIT,IIT-Bhubaneswar,Civil Engineering and M.Tech in Transportation Engineering,GEN-EWS,AI,Gender-Neutral,6,5 Years,B.Tech + M.Tech (IDD),2020,1899.0,1899.0,1899.0,0.0,2020
IIT,IIT-Bombay,BS in Mathematics,GEN-EWS,AI,Gender-Neutral,6,4 Years,BSc,2020,198.0,198.0,198.0,0.0,2020
IIT,IIT-Bombay,Chemistry,GEN-EWS,AI,Female-Only,6,4 Years,BSc,2020,1605.0,1605.0,1605.0,0.0,2020
IIT,IIT-(ISM) Dhanbad,Chemical Engineering,GEN-EWS,AI,Female-Only,6,4 Years,B.Tech,2020,2340.0,2340.0,2340.0,0.0,2020
NIT,NIT-Jaipur,Chemical Engineering,GEN-EWS,OS,Gender-Neutral,6,4 Years,B.Tech,2020,3932.0,4568.0,4568.0,0.0,2020
NIT,NIT-Meghalaya,Civil Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,69624.0,69624.0,69624.0,0.0,2020
NIT,NIT-Sikkim,Electrical and Electronics Engineering,GEN,HS,Gender-Neutral,6,4 Years,B.Tech,2020,342926.0,924450.0,924450.0,0.0,2020
IIT,IIT-Kharagpur,Mathematics and Computing,GEN,AI,Female-Only,7,5 Years,Int MSc.,2018,2347.0,2787.0,2787.0,0.0,2018
IIT,IIT-Guwahati,Bio Technology,GEN,AI,Female-Only,7,4 Years,B.Tech,2018,9545.0,11021.0,11021.0,0.0,2018
IIT,IIT-Kharagpur,Computer Science and Engineering,GEN-EWS,AI,Female-Only,7,4 Years,B.Tech,2019,72.0,72.0,72.0,0.0,2019
NIT,NIT-Durgapur,Metallurgical and Materials Engineering,GEN-EWS,HS,Gender-Neutral,7,4 Years,B.Tech,2019,11825.0,11825.0,11825.0,0.0,2019
