institute_short,program_name,category,quota,pool,round_no,closing_rank_avg,closing_rank_std,latest_recorded_year
NIT-Jamshedpur,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,1,5577.0,0.0,2021
NIT-Agartala,Electronics and Instrumentation Engineering,ST,HS,Female-Only,1,17478.0,0.0,2021
NIT-Durgapur,Metallurgical and Materials Engineering,ST,OS,Gender-Neutral,1,2388.0,0.0,2021
NIT-Meghalaya,Mechanical Engineering,ST,OS,Gender-Neutral,1,2330.0,0.0,2021
IIT-Bhubaneswar,Computer Science and Engineering,ST,AI,Gender-Neutral,1,318.5,62.14572317618413,2021
IIT-Indore,Electrical Engineering,ST,AI,Gender-Neutral,7,411.6666666666667,8.082903768654761,2019
IIT-Mandi,Data Science and Engineering,ST,AI,Gender-Neutral,7,925.0,0.0,2019
NIT-Agartala,Electronics and Instrumentation Engineering,SC,HS,Gender-Neutral,1,17579.0,0.0,2021
NIT-Calicut,Computer Science and Engineering,SC,OS,Gender-Neutral,1,552.0,0.0,2021
NIT-Delhi,Computer Science and Engineering,SC,HS,Female-Only,1,1871.0,0.0,2021
NIT-Karnataka-Surathkal,Chemical Engineering,SC,OS,Female-Only,1,4053.0,0.0,2021
NIT-Patna,Computer Science and Engineering,SC,OS,Female-Only,1,3651.0,0.0,2021
NIT-Puducherry,Electrical and Electronics Engineering,SC,HS,Gender-Neutral,1,17190.0,0.0,2021
NIT-Arunachal-Pradesh,Electronics and Communication Engineering,SC,OS,Gender-Neutral,1,5552.0,0.0,2021
IIT-Bombay,Chemical Engineering,OBC-NCL,AI,Female-Only,7,2480.5,166.17009357883867,2019
IIT-Kanpur,Mathematics and Scientific Computing,OBC-NCL,AI,Gender-Neutral,7,540.6666666666666,42.500980380849256,2019
NIT-Calicut,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,7,2366.0,0.0,2019
NIT-Durgapur,Electrical Engineering,OBC-NCL,HS,Gender-Neutral,7,23059.0,0.0,2019
NIT-Puducherry,Electrical and Electronics Engineering,OBC-NCL,HS,Gender-Neutral,7,96113.0,0.0,2019
IIT-Madras,Aerospace Engineering,SC,AI,Female-Only,7,1331.3333333333333,612.6012841427395,2019
NIT-Jaipur,Computer Science and Engineering,SC,HS,Female-Only,7,1410.0,0.0,2019
NIT-Jaipur,Electrical Engineering,SC,OS,Female-Only,7,3714.0,0.0,2019
NIT-Bhopal,Mechanical Engineering,SC,HS,Female-Only,7,6689.0,0.0,2019
NIT-Durgapur,Civil Engineering,SC,OS,Gender-Neutral,7,3992.0,0.0,2019
NIT-Patna,Electrical Engineering,SC,HS,Female-Only,7,8007.0,0.0,2019
NIT-Raipur,Chemical Engineering,SC,OS,Gender-Neutral,7,5562.0,0.0,2019
NIT-Hamirpur,Mathematics and Computing,GEN-EWS,OS,Female-Only,1,3957.0,0.0,2021
NIT-Nagaland,Electrical and Electronics Engineering,GEN-EWS,OS,Gender-Neutral,1,6149.0,0.0,2021
NIT-Raipur,Information Technology,GEN-EWS,OS,Female-Only,1,2417.0,0.0,2021
NIT-Delhi,Electronics and Communication Engineering,ST,HS,Gender-Neutral,1,2457.0,0.0,2021
NIT-Goa,Civil Engineering,ST,OS,Gender-Neutral,1,1732.0,0.0,2021
NIT-Jamshedpur,Metallurgical and Materials Engineering,ST,HS,Female-Only,1,4029.0,0.0,2021
IIT-Bhubaneswar,Civil Engineering,ST,AI,Gender-Neutral,1,698.0,0.0,2021
IIT-Bhubaneswar,Electrical Engineering,ST,AI,Female-Only,1,999.0,0.0,2021
IIT-Delhi,Chemical Engineering,ST,AI,Female-Only,2,339.0,0.0,2021
IIT-Kharagpur,Mining Safety Engineering,ST,AI,Gender-Neutral,7,777.0,391.5711940375594,2019
NIT-Calicut,Architecture,ST,HS,Gender-Neutral,7,1108.0,0.0,2019
NIT-Patna,Physics,ST,OS,Gender-Neutral,7,1539.0,0.0,2019
NIT-Raipur,Civil Engineering,ST,OS,Gender-Neutral,7,1468.0,0.0,2019
NIT-Warangal,Computer Science and Engineering,ST,HS,Female-Only,7,345.0,0.0,2019
NIT-Delhi,Electrical and Electronics Engineering,SC,HS,Gender-Neutral,1,5160.0,0.0,2021
NIT-Kurukshetra,Production and Industrial Engineering,SC,HS,Female-Only,1,12053.0,0.0,2021
NIT-Rourkela,Bio Medical Engineering,SC,OS,Gender-Neutral,1,4721.0,0.0,2021
IIT-Delhi,Biotechnology and Biochemical Engineering,OBC-NCL,AI,Gender-Neutral,7,2492.0,327.7849905044464,2019
IIT-Delhi,Electrical Engineering - Power and Automation,OBC-NCL,AI,Gender-Neutral,7,510.3333333333333,22.854612955229264,2019
IIT-Bhubaneswar,Mechanical Engineering and M. Tech. in Thermal Science & Engineering,OBC-NCL,AI,Gender-Neutral,7,2797.3333333333335,316.190343516897,2019
NIT-Jalandhar,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,7,18521.0,0.0,2019
NIT-Goa,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,7,7251.0,0.0,2019
NIT-Warangal,Chemical Engineering,OBC-NCL,AP,Gender-Neutral,7,5896.0,0.0,2019
IIT-Delhi,Production and Industrial Engineering,SC,AI,Gender-Neutral,7,1140.0,202.11877696047935,2019
NIT-Jalandhar,Mechanical Engineering,SC,OS,Female-Only,7,6543.0,0.0,2019
NIT-Jamshedpur,Civil Engineering,SC,HS,Gender-Neutral,7,5559.0,0.0,2019
NIT-Jaipur,Civil Engineering,GEN-EWS,OS,Female-Only,1,6261.0,0.0,2021
NIT-Puducherry,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,1,2846.0,0.0,2021
NIT-Jamshedpur,Metallurgical and Materials Engineering,GEN-EWS,OS,Female-Only,1,7734.0,0.0,2021
NIT-Rourkela,Electronics and Instrumentation Engineering,GEN-EWS,HS,Gender-Neutral,1,3881.0,0.0,2021
NIT-Manipur,Civil Engineering,ST,HS,Gender-Neutral,1,4569.0,0.0,2021
IIT-Roorkee,Mechanical Engineering,ST,AI,Female-Only,1,1012.0,0.0,2021
IIT-Guwahati,Chemical Science and Technology,ST,AI,Gender-Neutral,1,970.0,0.0,2021
NIT-Kurukshetra,Mechanical Engineering,ST,OS,Gender-Neutral,7,1142.0,0.0,2019
NIT-Rourkela,Ceramic Engineering,ST,HS,Gender-Neutral,7,4941.0,0.0,2019
NIT-Tiruchirappalli,Instrumentation and Control Engineering,ST,OS,Gender-Neutral,7,1411.0,0.0,2019
NIT-Jaipur,Mechanical Engineering,SC,HS,Gender-Neutral,1,3406.0,0.0,2021
NIT-Raipur,Bio Medical Engineering,SC,OS,Gender-Neutral,1,7588.0,0.0,2021
NIT-Rourkela,Architecture,SC,OS,Gender-Neutral,1,32.0,0.0,2021
IIT-Palakkad,Mechanical Engineering,OBC-NCL,AI,Gender-Neutral,7,3025.0,422.1457094416571,2019
NIT-Allahabad,Electrical Engineering,OBC-NCL,OS,Gender-Neutral,7,3487.0,0.0,2019
NIT-Kurukshetra,Civil Engineering,OBC-NCL,OS,Gender-Neutral,7,7553.0,0.0,2019
NIT-Silchar,Civil Engineering,OBC-NCL,HS,Female-Only,7,61649.0,0.0,2019
IIT-Bombay,Civil Engineering,SC,AI,Gender-Neutral,7,537.0,113.26076107814215,2019
IIT-Bombay,Engineering Physics,SC,AI,Gender-Neutral,7,568.6666666666666,233.67142173002958,2019
IIT-Delhi,Computer Science and Engineering,SC,AI,Female-Only,7,202.5,124.6448287468571,2019
IIT-Kharagpur,Metallurgical and Materials Engineering,SC,AI,Female-Only,7,2326.0,279.82494527829357,2019
IIT-Patna,Computer Science and Engineering,SC,AI,Female-Only,7,987.5,224.15284963613556,2019
NIT-Raipur,Civil Engineering,SC,HS,Female-Only,7,6163.0,0.0,2019
NIT-Raipur,Metallurgical and Materials Engineering,SC,HS,Female-Only,7,12821.0,0.0,2019
NIT-Warangal,Chemical Engineering,SC,OS,Female-Only,7,2989.0,0.0,2019
NIT-Karnataka-Surathkal,Mining Engineering,GEN-EWS,HS,Gender-Neutral,1,6426.0,0.0,2021
NIT-Puducherry,Civil Engineering,GEN-EWS,OS,Gender-Neutral,1,5309.0,0.0,2021
NIT-Calicut,Computer Science and Engineering,ST,OS,Gender-Neutral,1,230.0,0.0,2021
NIT-Karnataka-Surathkal,Chemical Engineering,ST,OS,Female-Only,1,1356.0,0.0,2021
NIT-Meghalaya,Electronics and Communication Engineering,ST,OS,Gender-Neutral,1,1508.0,0.0,2021
IIT-Delhi,Biotechnology and Biochemical Engineering,ST,AI,Female-Only,1,424.0,0.0,2021
IIT-Guwahati,Electronics and Electrical Engineering,ST,AI,Gender-Neutral,1,329.0,0.0,2021
IIT-Kharagpur,Civil Engineering,ST,AI,Female-Only,2,373.0,0.0,2021
IIT-Kharagpur,Industrial and Systems Engineering,ST,AI,Gender-Neutral,2,877.0,0.0,2021
IIT-Bombay,Civil Engineering,ST,AI,Gender-Neutral,7,129.33333333333334,11.239810200058244,2019
NIT-Hamirpur,Civil Engineering,ST,HS,Gender-Neutral,7,2992.0,0.0,2019
NIT-Karnataka-Surathkal,Civil Engineering,ST,HS,Gender-Neutral,7,2388.0,0.0,2019
NIT-Rourkela,Electrical Engineering,ST,HS,Gender-Neutral,7,2219.0,0.0,2019
NIT-Agartala,Civil Engineering,SC,HS,Female-Only,1,16920.0,0.0,2021
NIT-Hamirpur,Mechanical Engineering,SC,HS,Female-Only,1,15730.0,0.0,2021
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,SC,OS,Female-Only,1,6028.0,0.0,2021
NIT-Nagaland,Civil Engineering,SC,OS,Gender-Neutral,1,6930.0,0.0,2021
NIT-Arunachal-Pradesh,Computer Science and Engineering,SC,OS,Gender-Neutral,1,2961.0,0.0,2021
IIT-Bhubaneswar,Civil Engineering,OBC-NCL,AI,Gender-Neutral,7,2826.6666666666665,267.50389405265366,2019
IIT-Mandi,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,7,2273.0,145.35129858381038,2019
NIT-Calicut,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,7,4809.0,0.0,2019
NIT-Delhi,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,7,2429.0,0.0,2019
NIT-Nagaland,Electrical and Electronics Engineering,OBC-NCL,OS,Gender-Neutral,7,11118.0,0.0,2019
IIT-Bombay,Metallurgical Engineering and Materials Science,SC,AI,Female-Only,7,1874.5,566.3925317304246,2019
IIT-Kharagpur,Mining Engineering,SC,AI,Gender-Neutral,7,1707.5,259.60720328989333,2019
IIT-Madras,Mechanical Engineering,SC,AI,Gender-Neutral,7,452.0,159.1430174402886,2019
IIT-Guwahati,Chemical Engineering,SC,AI,Gender-Neutral,7,1254.0,178.26104453862038,2019
IIT-Patna,Metallurgical and Materials Engineering,SC,AI,Female-Only,7,3254.0,0.0,2019
NIT-Allahabad,Computer Science and Engineering,SC,OS,Female-Only,7,1350.0,0.0,2019
NIT-Kurukshetra,Electronics and Communication Engineering,SC,OS,Female-Only,7,3591.0,0.0,2019
NIT-Manipur,Electronics and Communication Engineering,SC,OS,Gender-Neutral,7,5794.0,0.0,2019
NIT-Hamirpur,Civil Engineering,GEN-EWS,OS,Gender-Neutral,1,4926.0,0.0,2021
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN-EWS,HS,Female-Only,1,9190.0,0.0,2021
NIT-Silchar,Electrical Engineering,GEN-EWS,OS,Female-Only,1,4649.0,0.0,2021
NIT-Srinagar,Electronics and Communication Engineering,GEN-EWS,JK,Female-Only,1,53789.0,0.0,2021
NIT-Jaipur,Civil Engineering,ST,HS,Female-Only,1,631.0,0.0,2021
NIT-Agartala,Chemistry,ST,HS,Gender-Neutral,1,15003.0,0.0,2021
NIT-Karnataka-Surathkal,Mining Engineering,ST,HS,Gender-Neutral,1,2838.0,0.0,2021
NIT-Patna,Mechanical Engineering,ST,OS,Gender-Neutral,1,2125.0,0.0,2021
NIT-Raipur,Bio Technology,ST,HS,Female-Only,1,3205.0,0.0,2021
NIT-Sikkim,Electronics and Communication Engineering,ST,OS,Gender-Neutral,1,2455.0,0.0,2021
NIT-Jamshedpur,Civil Engineering,ST,HS,Female-Only,1,2289.0,0.0,2021
IIT-Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,ST,AI,Female-Only,1,1005.0,0.0,2021
IIT-Guwahati,Mechanical Engineering,ST,AI,Gender-Neutral,1,510.0,0.0,2021
IIT-Delhi,Mechanical Engineering,ST,AI,Gender-Neutral,7,81.66666666666667,24.33789911502908,2019
IIT-Dharwad,Mechanical Engineering,ST,AI,Gender-Neutral,7,774.3333333333334,29.77135088190211,2019
NIT-Goa,Electronics and Communication Engineering,ST,OS,Gender-Neutral,7,1562.0,0.0,2019
NIT-Raipur,Metallurgical and Materials Engineering,ST,HS,Female-Only,7,3051.0,0.0,2019
NIT-Durgapur,Mechanical Engineering,SC,OS,Gender-Neutral,1,4383.0,0.0,2021
NIT-Rourkela,Chemistry,SC,HS,Gender-Neutral,1,8335.0,0.0,2021
IIT-Kharagpur,Architecture,OBC-NCL,AI,Female-Only,7,6156.0,144.2497833620557,2019
IIT-Kanpur,Civil Engineering,OBC-NCL,AI,Female-Only,7,3801.5,890.2474375138634,2019
IIT-(ISM) Dhanbad,Petroleum Engineering,OBC-NCL,AI,Female-Only,7,6949.0,104.65180361560904,2019
NIT-Goa,Computer Science and Engineering,OBC-NCL,GO,Female-Only,7,31997.0,0.0,2019
NIT-Patna,Mathematics,OBC-NCL,HS,Gender-Neutral,7,14211.0,0.0,2019
NIT-Rourkela,Civil Engineering,OBC-NCL,OS,Female-Only,7,8349.0,0.0,2019
IIT-Ropar,Electrical Engineering,SC,AI,Gender-Neutral,7,1177.0,91.68969407736073,2019
NIT-Puducherry,Electrical and Electronics Engineering,SC,OS,Female-Only,7,5065.0,0.0,2019
NIT-Raipur,Civil Engineering,SC,OS,Gender-Neutral,7,4639.0,0.0,2019
NIT-Rourkela,Life Science,SC,HS,Gender-Neutral,7,11397.0,0.0,2019
NIT-Tiruchirappalli,Electronics and Communication Engineering,SC,OS,Female-Only,7,1423.0,0.0,2019
NIT-Patna,Architecture,GEN-EWS,OS,Female-Only,1,145.0,0.0,2021
NIT-Raipur,Computer Science and Engineering,GEN-EWS,HS,Gender-Neutral,1,4330.0,0.0,2021
NIT-Agartala,Physics,ST,HS,Gender-Neutral,1,15984.0,0.0,2021
NIT-Calicut,Electrical and Electronics Engineering,ST,OS,Female-Only,1,1164.0,0.0,2021
IIT-Ropar,Mechanical Engineering,ST,AI,Gender-Neutral,7,611.1666666666666,86.5457489809099,2019
IIT-Tirupati,Electrical Engineering,ST,AI,Gender-Neutral,7,687.3333333333334,58.286647985051715,2019
NIT-Bhopal,Architecture,ST,HS,Gender-Neutral,7,567.0,0.0,2019
NIT-Uttarakhand,Electrical and Electronics Engineering,ST,OS,Gender-Neutral,7,1800.0,0.0,2019
NIT-Jalandhar,Computer Science and Engineering,SC,HS,Female-Only,1,2117.0,0.0,2021
NIT-Allahabad,Electronics and Communication Engineering,SC,OS,Gender-Neutral,1,1862.0,0.0,2021
NIT-Jamshedpur,Metallurgical and Materials Engineering,SC,OS,Gender-Neutral,1,6851.0,0.0,2021
NIT-Rourkela,Ceramic Engineering,SC,OS,Female-Only,1,7114.0,0.0,2021
IIT-Bombay,Engineering Physics,OBC-NCL,AI,Gender-Neutral,7,991.3333333333334,200.21321967675695,2019
NIT-Allahabad,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,7,4347.0,0.0,2019
NIT-Durgapur,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,7,3981.0,0.0,2019
NIT-Goa,Electrical and Electronics Engineering,OBC-NCL,GO,Gender-Neutral,7,93341.0,0.0,2019
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,OBC-NCL,OS,Gender-Neutral,7,7894.0,0.0,2019
